tsr,t1,t2
1,16,33
1.1,16,33
1.2,16,33
1.3,16,33
1.4,16,33
1.5,16,33
1.6,16,33
1.7,16,33
1.8,16,33
1.9,16,33
2,16,33
2.1,16,33
2.2,16,33
2.3,16,33
2.4,16,33
2.45,16,33
2.5,16,33
2.55,16,33
2.6,16,33
2.7,16,33
2.8,18,33
2.9,18,33
3,20,33
