tsr,t1,t2
1,12.5,25
1.25,12.5,25
1.5,12.5,25
1.75,12.5,25
2,11.5,25
2.25,11.5,25
2.5,11.5,25
2.6,11.5,25
2.7,11.5,25
2.8,11.5,25
2.9,11.5,25
3,11.5,25
3.1,11.5,25
3.2,11.5,25
3.3,11.5,25
3.4,11.5,25
3.5,11.5,25
3.6,11.5,25
3.7,11.5,25
3.8,11.5,25
3.9,11.5,25
4,11.5,25
4.2,11.5,25
4.25,11.5,25
4.5,11,25
4.75,11,25
5,11,25
5.25,11,25
5.5,11,25
5.75,11,25
6,11,25
6.5,11,25
7,11,25
7.5,11,25
8,11,25
