tsr,t1,t2
1,18,60
1.1,18,60
1.2,18,60
1.3,18,60
1.4,18,60
1.5,17,60
1.6,17,60
1.7,17,60
1.8,17,60
1.9,17,60
2,17,60
2.1,17,60
2.2,17,60
2.3,17,60
2.4,17,60
2.45,17,60
2.5,17,60
2.55,17,60
2.6,17,60
2.7,17,60
2.8,17,60
2.9,17,60
3,16,60
3.5,16,60
4,15,60
4.5,15,60
5,15,60
5.5,15,60
6,15,60
6.5,15,60
7,15,60
7.5,15,60
8,15,60
