tsr,t1,t2
1,12,20
1.25,12,20
1.5,12,20
1.75,12,20
2,12,20
2.1,12,20
2.2,12,20
2.25,12,20
2.3,12,20
2.4,12,20
2.5,12,20
2.6,12,20
2.7,12,20
2.8,12,20
2.9,12,20
3,12,20
3.1,12,20
3.2,12,20
3.3,12,20
3.4,12,20
3.5,12,20
3.6,12,20
3.7,12,20
3.8,12,20
3.9,12,20
4,12,20
4.1,12,20
4.2,12,20
4.25,12,20
4.3,12,20
4.4,12,20
4.5,12,20
4.6,12,20
4.7,11,20
4.75,11,20
4.8,11,20
4.9,11,20
5,11,20
5.25,11,20
5.5,11,20
5.75,11,20
6,11,20
6.5,11,20
7,11,20
7.5,11,20
8,11,20
