tsr,t1,t2
1,12.5,21
1.25,12.5,21
1.5,12.5,21
1.75,12.5,21
2,12.5,21
2.1,12.5,21
2.2,12.5,21
2.25,12.5,21
2.3,12.5,21
2.4,12,21
2.5,12,21
2.6,12,21
2.7,12,21
2.8,12,21
2.9,12,21
3,12,21
3.1,12,21
3.2,12,21
3.3,12,21
3.4,11.5,21
3.5,11.5,21
3.6,11.5,21
3.7,11.5,21
3.8,11.5,21
3.9,11.5,21
4,11,21
4.1,11,21
4.2,11,21
4.25,11,21
4.3,11,21
4.4,11,21
4.5,11,21
4.6,11,21
4.7,11,21
4.75,11,21
4.8,11,21
4.9,11,21
5,11,21
5.25,11,21
5.5,11,21
5.75,11,21
6,11,21
6.5,11,21
7,11,21
7.5,11,21
8,11,21
