tsr,t1,t2
1,20,40
1.1,20,40
1.2,20,40
1.3,20,40
1.4,20,40
1.5,20,40
1.6,20,40
1.7,20,40
1.8,20,40
1.9,20,40
2,20,40
2.1,20,40
2.2,20,40
2.3,20,40
2.4,20,40
2.45,20,40
2.5,20,40
2.55,20,40
2.6,20,40
2.7,20,40
2.8,20,40
2.9,20,40
3,20,40
