tsr,t1,t2
1,10,47
1.1,10,47
1.2,10,47
1.3,10,47
1.4,10,47
1.5,10,47
1.6,10,47
1.7,10,47
1.8,10,47
1.9,10,47
2,10,47
2.1,10,47
2.2,10,47
2.3,10,47
2.4,10,47
2.45,10,47
2.5,9.5,47
2.55,9.5,47
2.6,9.5,47
2.7,9.5,47
2.8,9.5,47
2.9,9.5,47
3,9.5,47
3.5,9.5,47
4,9.5,47
4.5,9.5,47
5,9.5,47
5.5,9.5,47
6,9.5,47
6.5,9.5,47
7,9.5,47
7.5,9.5,47
8,9.5,47
