tsr,t1,t2
1,10,22.5
1.25,10,22.5
1.5,10,22.5
1.75,10,22.5
2,10,22.5
2.25,10,22.5
2.5,10,22.5
2.6,10,22.5
2.7,10,22.5
2.8,10,22.5
2.9,10,22.5
3,10,22.5
3.1,10,22.5
3.2,10,22.5
3.3,10,22.5
3.4,10,22.5
3.5,10,22.5
3.6,10,22.5
3.7,10,22.5
3.8,10,22.5
3.9,10,22.5
4,10,22.5
4.2,10,22.5
4.25,10,22.5
4.5,10,22.5
4.75,10,22.5
5,10,22.5
5.25,10,22.5
5.5,10,22.5
5.75,10,22.5
6,10,22.5
6.5,10,22.5
7,10,22.5
7.5,10,22.5
8,10,22.5
