run,tow_speed_nom,TSR_nom,num_revs,water_dens,Re_c,lead_lag,flapwise,thrust,torque,mean_tow_speed,std_tow_speed,mean_TSR,std_TSR_per_rev,mean_CP,std_CP_per_rev,mean_CT,std_CT_per_rev,mean_CQ,std_CQ_per_rev,mean_CMx,std_CMx_per_rev,mean_CMy,std_CMy_per_rev,std_omega_per_rev,TSR_p,CP_p,CT_p,U_inf_p,Re_c_p,sys_unc_CP,unc_CP,exp_unc_CP,sys_unc_CT,unc_CT,exp_unc_CT,sys_unc_CQ,unc_CQ,exp_unc_CQ,sys_unc_CMx,unc_CMx,exp_unc_CMx,sys_unc_CMy,unc_CMy,exp_unc_CMy,DOF_TSR,DOF_CP,DOF_CT,DOF_CQ,DOF_CMx,DOF_CMy
0,1.6,1,4,996.722062497031,140236.740882841,5.50523282974048,18.722229577509,268.988751019911,18.6515656350869,1.59992260923332,0.000270842529004249,1.00009361549461,8.97836968618448e-05,0.0372680145055521,0.000597066425373562,0.26847157574464,0.00085668412307,0.037249350993641,0.000591808376309288,0.0109930247748661,0.000635489154263891,0.0373750852817853,0.000276756175189887,0.000760900990832656,0.992559105319624,0.0364320345173946,0.264441588769822,1.612067612099,140950.258988824,0.000921152916897335,0.000983540611809123,0.00179240793060824,0.00228106799402437,0.00233407521064229,0.00181391216271463,0.000921070660971765,0.00114688885026509,0.00209061574976763,9.10006979308031e-05,0.000378016686694609,0.00083983547685058,0.000856346781214932,0.000871126360829726,0.001609770492464,4.25090759197704,9.48960201931538,8.54580109695645,9.46762363339257,3.50347937691893,8.40795466462584
1,1.6,4,22,996.722785493584,341835.74806805,17.096255391516,70.7177018245874,725.662579260874,53.9791425590718,1.59997296296298,0.000197026670265823,4.0000875855771,0.0004473527413727,0.43099119087633,0.00433636158141141,0.724227107925667,0.00445554248527908,0.107744904037934,0.00108480622995945,0.0341247468338231,0.000322502749947887,0.141157417571279,0.000814503897463018,7.16698430319725e-05,3.88686146569728,0.395418584626387,0.683807561541827,1.64658093500101,342974.771954322,0.00368412019509741,0.00380370499591648,0.00697036346225225,0.00228092663823019,0.00247950659211141,0.00683728159545196,0.000921012235442816,0.00144260403666801,0.00264355288128912,9.09951281770941e-05,0.000115034240061056,0.000199746353590989,0.000856292682330115,0.000874544695501897,0.00161020318076759,22.9315014184998,9.02567288172896,10.8909314998939,9.02709006431547,17.5623302620829,8.66596731583759
2,1.6,8,46,996.722809598722,654103.597234118,3.78438280734902,80.0954361270822,670.098747046908,6.81372549767913,1.59995401656894,0.000196608873155048,8.00025688034419,0.00188153290232224,0.10881303173798,0.00578296152863903,0.668794040164303,0.00699645189708734,0.0136010446347793,0.000723179257253586,0.00754999258683667,0.000365564666968915,0.159878234526519,0.00113685152681481,7.53568486594962e-05,7.80162758960456,0.100907805427111,0.635996844978555,1.64068881554224,654624.20783473,0.00736849194931255,0.00741874945490664,0.0137487724417963,0.0022809799427006,0.00250811778300226,0.0132682553594179,0.000921033783976207,0.00117597339689063,0.00217936211598271,9.09970433707793e-05,0.000106066887841393,0.000186553083459899,0.000856313070442485,0.00087292197374989,0.00160817630282331,45.6382861569237,8.21541495645411,11.5214384285025,8.21561324003909,14.2856556952232,8.62255679381783
3,1.6,1,4,996.722773608992,140222.452622681,5.45378842105586,18.7933393621059,268.468256770374,18.5615965115804,1.59990905564064,0.00027759313633396,1.00005213614002,3.02087481574279e-05,0.0370703238123151,0.000623894901786517,0.267960476018897,0.00260208030833798,0.0370534515125234,0.000624645396800347,0.0108906207464228,0.000334637071686136,0.0375179443155169,0.000581480060569275,0.000734950374125328,0.992534416945109,0.0362405833515405,0.263946925333903,1.61202719160888,140935.664416551,0.000921127378813961,0.000989052036460039,0.00180015983879247,0.0022811050123862,0.00273136975183208,0.00177683316276101,0.00092108560926408,0.00116988939445243,0.00212922162255136,9.10021743506218e-05,0.000213561979259944,0.000432740004164854,0.000856360679592384,0.00091981518098209,0.00167402015948281,10.5716156938184,9.60340719144879,10.9589107309534,9.60671609151667,4.87733824567813,9.61004622154545
4,1.6,8,46,996.722545583711,654119.773907483,3.77410053292051,79.9937130119176,669.248465926258,6.78568926838108,1.59996061498804,0.000177839909323815,8.00021496492616,0.00173232586463652,0.108355850895178,0.00584007776143272,0.667932563258162,0.00612932294769077,0.013544206374238,0.000733211454869517,0.00753360302501509,0.000298648539886591,0.15967382824917,0.0010726481533155,7.66047160975841e-05,7.80199470810644,0.10049960419236,0.635244050775177,1.64060978431839,654639.583930644,0.0073683924985299,0.00741964489838701,0.0137495252614943,0.00228096172314216,0.0024571618090203,0.0133635849466582,0.000921026431028302,0.00118230087942264,0.00219088516546967,9.09963168448821e-05,0.000101303261540831,0.000180467306117207,0.000856306232728775,0.000871107729659374,0.00160638562958174,45.7505839481894,8.21972068035868,10.6620270795328,8.22167394663036,12.0676021752054,8.55332046018741
5,1.6,4,22,996.72195740787,341863.586564014,17.1308607786704,70.8432381750276,726.704004972052,54.0550640634482,1.59996719729861,0.000200104007782811,4.00009364947484,0.000566230899254779,0.431598769891227,0.00425270712028583,0.725258538954044,0.00454978350297882,0.107896769240561,0.00106781842671825,0.0341945754236427,0.000306473136689671,0.14140820922452,0.000854610264370084,6.69509861648558e-05,3.8865930292808,0.395892179972607,0.68468476971971,1.64669122212328,343004.970736862,0.0036841627918913,0.00379924605848455,0.00696569598786674,0.00228094498538044,0.00248765945147542,0.00682198565669317,0.000921019639285857,0.0014292691593715,0.00262018895854764,9.09958606158124e-05,0.000112928751905742,0.000196664138160553,0.00085629956687725,0.00087637202952706,0.00161207756472061,22.2286076651308,8.9858489172285,11.0180491974075,8.99465774020803,16.6865628477297,8.73398455831376
6,1.6,4,21,996.7216992173,341872.2073519,17.0536380877021,70.6916786494127,724.915989703525,53.8650885404789,1.59996994583951,0.000204854969314927,4.00011442906646,0.000622496314030144,0.430087934932714,0.00199019576827868,0.723485047536416,0.00214852637436436,0.107518742896597,0.000501448970166786,0.0340400954568115,0.000358569798008106,0.141105312662866,0.00036627283434487,5.921584435632e-05,3.88708465186566,0.394649912008087,0.683176197896968,1.64649433691996,343010.952734216,0.0036841457867235,0.003710926318001,0.00687643691384797,0.00228093771735152,0.00233098372999672,0.00683082922367257,0.0009210167117507,0.00105465416439833,0.00195419420041194,9.09955692909153e-05,0.000121279877278796,0.000209244649284866,0.000856296844720398,0.000860204670841576,0.00159603862350896,20.931291313978,8.22325021483307,8.68409341447567,8.22678783594109,19.8610173661795,8.13975967606216
7,1.6,4,22,996.721155976018,341890.992129227,17.0598416054607,70.6352113638441,724.844446129627,53.8577614985689,1.59997967542505,0.000203988071864816,4.00006193409995,0.000535875982327392,0.43000972284068,0.00348432476512922,0.723404135016773,0.00368022018481414,0.107501254378631,0.000874613513808577,0.0340508489481669,0.000299520240727168,0.1409910367688,0.000678845123721884,7.19067495507262e-05,3.88705495737933,0.39458463620522,0.683107285894798,1.64649531976679,343027.279643562,0.00368407955802557,0.00376172329465207,0.00692677475926054,0.00228091121858161,0.00241816239102341,0.00682129662124471,0.000921006012158305,0.0012843780620328,0.00236485632671997,9.09945123662672e-05,0.00011203579391915,0.000195371576188198,0.000856286896322641,0.000869006080506307,0.00160461823516046,22.3669198481604,8.65831627748756,9.95227117284001,8.6637466224527,16.3129539045268,8.46098677753441
8,1.6,1,4,996.72284385065,140221.725519178,5.32719678011211,18.6177155362889,268.390521446624,18.6319777926987,1.59992209775968,0.000276274743588649,1.00003863198028,0.000161651077517873,0.03719873383828,0.000565018583036982,0.267865748854292,0.000816163929335198,0.0371803765850168,0.000556407323511181,0.0106339858680525,0.000348451653772142,0.0371638699035686,0.000388936339063725,0.000690798446082934,0.992524049943937,0.0363664528721283,0.263855231010978,1.61203540207312,140934.922405002,0.000921095982099255,0.000977155638216551,0.00178352523301436,0.00228106766155433,0.00232922967160786,0.00180338311061149,0.000921070527769414,0.00112301219791579,0.00205060375055377,9.10006831271596e-05,0.000220803025345655,0.000450641584866236,0.000856346657075421,0.000885298493371394,0.00162740512744307,3.37523007058848,9.35516489373137,8.49706536162856,9.31942990110043,4.72819105754254,8.78410090889478
9,1.6,1,4,996.722003099979,140232.757054081,5.33822854026647,18.5778524355538,268.429335765154,18.5781526720099,1.59989258123852,0.00027772280036456,1.00006077580362,3.43039845124097e-05,0.037098327740942,0.000506194154803025,0.2679167498388,0.000981066554601658,0.0370806467660839,0.000504742172167983,0.0106555918267712,0.00035380160653415,0.0370848418695184,0.000248305177815416,0.000725099127392911,0.992544418093232,0.036268116839269,0.26390461262946,1.61200827572993,140945.218849249,0.00092116339729044,0.000966412357792099,0.00176900299554423,0.00228115375384667,0.00235042399938296,0.00177834676424349,0.000921105290659725,0.00109000971110369,0.00199538488009125,9.10041177779252e-05,0.000223622319356955,0.000457618337974918,0.00085637897719094,0.000868295325921933,0.001606383381235,9.87678066545225,9.11494048666219,8.70731415368713,9.1092958889917,4.67518749755354,8.33000035724779
